GPT_Answer_ID|Prompt_ID_Nummer|Prompt_Category|Prompt_Level|Prompt_Language|Prompt_GPT_Model|Prompt_Temperature|Prompt_Run|Actual_Result_RowCount|Desired_Result_RowCount|Actual_Result_ColumnCount|Desired_Result_ColumnCount|EvaluationStatus_1|EvaluationStatus_2|ErrorMessage|ExceptionMessage|Comment
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_10|7|CT|Medium|EN|GPT4Turbo|"0.2"|10|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_2|7|CT|Medium|EN|GPT4Turbo|"0.2"|2|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_3|7|CT|Medium|EN|GPT4Turbo|"0.2"|3|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_4|7|CT|Medium|EN|GPT4Turbo|"0.2"|4|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_5|7|CT|Medium|EN|GPT4Turbo|"0.2"|5|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_6|7|CT|Medium|EN|GPT4Turbo|"0.2"|6|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_7|7|CT|Medium|EN|GPT4Turbo|"0.2"|7|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_8|7|CT|Medium|EN|GPT4Turbo|"0.2"|8|1156|1156|3|3|Successful|Successful|||
Prompt_7_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_9|7|CT|Medium|EN|GPT4Turbo|"0.2"|9|1156|1156|3|3|Successful|Successful|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_1|8|CT|Medium|EN|GPT4Turbo|"0.2"|1|77|77|12|3|Failed|Semantic Error|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_10|8|CT|Medium|EN|GPT4Turbo|"0.2"|10|||||Failed|Syntax Error|Query (1, 293) Für die Spalte "UnitPrice" kann in der Tabelle "Products" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_2|8|CT|Medium|EN|GPT4Turbo|"0.2"|2|||||Failed|Syntax Error|Query (1, 306) Für die Spalte "UnitPrice" kann in der Tabelle "Products" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_3|8|CT|Medium|EN|GPT4Turbo|"0.2"|3|77|77|12|3|Failed|Semantic Error|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_4|8|CT|Medium|EN|GPT4Turbo|"0.2"|4|77|77|12|3|Failed|Semantic Error|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_5|8|CT|Medium|EN|GPT4Turbo|"0.2"|5|||||Failed|Syntax Error|Query (1, 245) Für die Spalte "UnitPrice" kann in der Tabelle "Products" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_6|8|CT|Medium|EN|GPT4Turbo|"0.2"|6|77|77|12|3|Failed|Semantic Error|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_7|8|CT|Medium|EN|GPT4Turbo|"0.2"|7|||||Failed|Syntax Error|Query (1, 268) The syntax for 'SELECTCOLUMNS' is incorrect. (EVALUATE ROW("Value", var NewTable = (ADDCOLUMNS(      Products,      "NetProfit",       SUMX(          RELATEDTABLE(Order_Details),          (Order_Details[UnitPrice] * (1 - Order_Details[Discount]) - Products[UnitPrice] * 0.75) * Order_Details[Quantity]      )  )  SELECTCOLUMNS(      NetProfitTable,      "ProductID", Products[ProductID],      "ProductName", Products[ProductName],      "NetProfit", [NetProfit]  )) var CountRows_= COUNTROWS(NewTable) Return CountRows_)).||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_8|8|CT|Medium|EN|GPT4Turbo|"0.2"|8|77|77|12|3|Failed|Semantic Error|||
Prompt_8_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_9|8|CT|Medium|EN|GPT4Turbo|"0.2"|9|77|77|12|3|Failed|Semantic Error|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_1|9|CT|Medium|EN|GPT4Turbo|"0.2"|1|||||Failed|Syntax Error|Query (1, 956) Das erste Argument für 'DATEADD' muss eine Spalte angeben.||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_10|9|CT|Medium|EN|GPT4Turbo|"0.2"|10|||||Failed|Syntax Error|Query (1, 804) Das erste Argument für 'DATEADD' muss eine Spalte angeben.||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_2|9|CT|Medium|EN|GPT4Turbo|"0.2"|2|634|634|4|4|Successful|Successful|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_3|9|CT|Medium|EN|GPT4Turbo|"0.2"|3|634|634|4|4|Successful|Successful|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_4|9|CT|Medium|EN|GPT4Turbo|"0.2"|4|634|634|4|4|Successful|Successful|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_5|9|CT|Medium|EN|GPT4Turbo|"0.2"|5|634|634|4|4|Successful|Successful|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_6|9|CT|Medium|EN|GPT4Turbo|"0.2"|6|||||Failed|Syntax Error|Query (1, 485) Der Wert für die Spalte "MonthlySales" kann nicht ermittelt werden. Entweder ist die Spalte nicht vorhanden, oder für diese Spalte liegt keine aktuelle Zeile vor.||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_7|9|CT|Medium|EN|GPT4Turbo|"0.2"|7|||||Failed|Syntax Error|Query (1, 934) Das erste Argument für 'DATEADD' muss eine Spalte angeben.||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_8|9|CT|Medium|EN|GPT4Turbo|"0.2"|8|634|634|4|4|Successful|Successful|||
Prompt_9_CT_Medium_EN_GPT4Turbo_Temp_0.2_Response_9|9|CT|Medium|EN|GPT4Turbo|"0.2"|9|634|634|4|4|Successful|Successful|||
