GPT_Answer_ID|Prompt_ID_Nummer|Prompt_Category|Prompt_Level|Prompt_Language|Prompt_GPT_Model|Prompt_Temperature|Prompt_Run|Actual_Result_RowCount|Desired_Result_RowCount|Actual_Result_ColumnCount|Desired_Result_ColumnCount|EvaluationStatus_1|EvaluationStatus_2|ErrorMessage|ExceptionMessage|Comment
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_9|13|CT|Hard|EN|GPT35Turbo|"0.2"|9|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_1|13|CT|Hard|EN|GPT35Turbo|"0.4"|1|||||Failed|Syntax Error|Query (1, 295) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_10|13|CT|Hard|EN|GPT35Turbo|"0.4"|10|||||Failed|Syntax Error|Query (1, 76) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_2|13|CT|Hard|EN|GPT35Turbo|"0.4"|2|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_3|13|CT|Hard|EN|GPT35Turbo|"0.4"|3|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_4|13|CT|Hard|EN|GPT35Turbo|"0.4"|4|||||Failed|Syntax Error|Query (1, 351) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_5|13|CT|Hard|EN|GPT35Turbo|"0.4"|5|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_6|13|CT|Hard|EN|GPT35Turbo|"0.4"|6|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_7|13|CT|Hard|EN|GPT35Turbo|"0.4"|7|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_8|13|CT|Hard|EN|GPT35Turbo|"0.4"|8|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_9|13|CT|Hard|EN|GPT35Turbo|"0.4"|9|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_1|13|CT|Hard|EN|GPT35Turbo|"0.6"|1|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_10|13|CT|Hard|EN|GPT35Turbo|"0.6"|10|||||Failed|Syntax Error|Query (1, 70) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_2|13|CT|Hard|EN|GPT35Turbo|"0.6"|2|||||Failed|Syntax Error|Query (1, 438) Die Spalte "Orders[CustomerID]" ist entweder nicht vorhanden oder weist keine Beziehung zu einer Tabelle auf, die im aktuellen Kontext verfügbar ist.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_3|13|CT|Hard|EN|GPT35Turbo|"0.6"|3|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_4|13|CT|Hard|EN|GPT35Turbo|"0.6"|4|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_5|13|CT|Hard|EN|GPT35Turbo|"0.6"|5|||||Failed|Syntax Error|Query (1, 70) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_6|13|CT|Hard|EN|GPT35Turbo|"0.6"|6|||||Failed|Syntax Error|Query (1, 363) Der Ausdruck enthält Spalten aus mehreren Tabellen, aber es können nur Spalten aus einer einzelnen Tabelle in einem True/False-Ausdruck verwendet werden, der als Tabellenfilterausdruck dient.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_7|13|CT|Hard|EN|GPT35Turbo|"0.6"|7|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_8|13|CT|Hard|EN|GPT35Turbo|"0.6"|8|||||Failed|Syntax Error|Query (1, 341) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_9|13|CT|Hard|EN|GPT35Turbo|"0.6"|9|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_1|13|CT|Hard|EN|GPT35Turbo|"0.8"|1|||||Failed|Syntax Error|Query (1, 202) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_10|13|CT|Hard|EN|GPT35Turbo|"0.8"|10|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_2|13|CT|Hard|EN|GPT35Turbo|"0.8"|2|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_3|13|CT|Hard|EN|GPT35Turbo|"0.8"|3|91|89|3|3|Failed|Semantic Error|||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_4|13|CT|Hard|EN|GPT35Turbo|"0.8"|4|||||Failed|Syntax Error|Query (1, 321) The syntax for 'CustomerTierTable' is incorrect. (EVALUATE ROW("Value", var NewTable = (VAR TotalSales = SUM('Order_Details'[UnitPrice] * 'Order_Details'[Quantity] - 'Order_Details'[Discount])  RETURN      IF(          TotalSales >= 50000, "Gold",          IF(              TotalSales >= 20000 && TotalSales < 50000, "Silver",              "Bronze"          )      )    CustomerTierTable =   ADDCOLUMNS(      Customers,      "Tier", CALCULATE(CustomerTier, RELATED(Order_Details[CustomerID]))  )) var CountRows_= COUNTROWS(NewTable) Return CountRows_)).||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_5|13|CT|Hard|EN|GPT35Turbo|"0.8"|5|||||Failed|Syntax Error|Query (1, 144) Für die Spalte "UnitPrice" kann in der Tabelle "Order_Details" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_6|13|CT|Hard|EN|GPT35Turbo|"0.8"|6|||||Failed|Syntax Error|Query (1, 379) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_7|13|CT|Hard|EN|GPT35Turbo|"0.8"|7|||||Failed|Syntax Error|Query (1, 298) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_8|13|CT|Hard|EN|GPT35Turbo|"0.8"|8|||||Failed|Syntax Error|Query (1, 294) Die COUNTROWS-Funktion erwartet einen Tabellenausdruck für das -Argument, aber es wurde ein Zeichenfolgenausdruck oder ein numerischer Ausdruck verwendet.||
Prompt_13_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_9|13|CT|Hard|EN|GPT35Turbo|"0.8"|9|91|89|17|3|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_1|14|CT|Hard|EN|GPT35Turbo|"0.2"|1|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_10|14|CT|Hard|EN|GPT35Turbo|"0.2"|10|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_2|14|CT|Hard|EN|GPT35Turbo|"0.2"|2|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_3|14|CT|Hard|EN|GPT35Turbo|"0.2"|3|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_4|14|CT|Hard|EN|GPT35Turbo|"0.2"|4|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_5|14|CT|Hard|EN|GPT35Turbo|"0.2"|5|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_6|14|CT|Hard|EN|GPT35Turbo|"0.2"|6|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_7|14|CT|Hard|EN|GPT35Turbo|"0.2"|7|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_8|14|CT|Hard|EN|GPT35Turbo|"0.2"|8|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_9|14|CT|Hard|EN|GPT35Turbo|"0.2"|9|809|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_1|14|CT|Hard|EN|GPT35Turbo|"0.4"|1|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_10|14|CT|Hard|EN|GPT35Turbo|"0.4"|10|||||Failed|Syntax Error|Query (1, 511) Die Funktion SELECTCOLUMNS erwartet einen Spaltennamen als Argument Nummer 3. Der Spaltenname darf nur bei einfachen Spaltenverweisen weggelassen werden.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_2|14|CT|Hard|EN|GPT35Turbo|"0.4"|2|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_3|14|CT|Hard|EN|GPT35Turbo|"0.4"|3|||||Failed|Syntax Error|Query (1, 166) Für die Spalte "RequiredDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_4|14|CT|Hard|EN|GPT35Turbo|"0.4"|4|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_5|14|CT|Hard|EN|GPT35Turbo|"0.4"|5|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_6|14|CT|Hard|EN|GPT35Turbo|"0.4"|6|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_7|14|CT|Hard|EN|GPT35Turbo|"0.4"|7|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_8|14|CT|Hard|EN|GPT35Turbo|"0.4"|8|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_9|14|CT|Hard|EN|GPT35Turbo|"0.4"|9|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_1|14|CT|Hard|EN|GPT35Turbo|"0.6"|1|809|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_10|14|CT|Hard|EN|GPT35Turbo|"0.6"|10|||||Failed|Syntax Error|Query (1, 681) Die Spalte "DeliveryStatus" in der Tabelle "Orders" wurde nicht gefunden oder darf in diesem Ausdruck nicht verwendet werden.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_2|14|CT|Hard|EN|GPT35Turbo|"0.6"|2|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_3|14|CT|Hard|EN|GPT35Turbo|"0.6"|3|37|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_4|14|CT|Hard|EN|GPT35Turbo|"0.6"|4|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_5|14|CT|Hard|EN|GPT35Turbo|"0.6"|5|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_6|14|CT|Hard|EN|GPT35Turbo|"0.6"|6|||||Failed|Syntax Error|Query (1, 155) Für die Spalte "ShippedDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_7|14|CT|Hard|EN|GPT35Turbo|"0.6"|7|830|830|5|5|Successful|Successful|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_8|14|CT|Hard|EN|GPT35Turbo|"0.6"|8|809|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_9|14|CT|Hard|EN|GPT35Turbo|"0.6"|9|830|830|18|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_1|14|CT|Hard|EN|GPT35Turbo|"0.8"|1|||||Failed|Syntax Error|Query (1, 157) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_10|14|CT|Hard|EN|GPT35Turbo|"0.8"|10|||||Failed|Syntax Error|Query (1, 545) Die Funktion SELECTCOLUMNS erwartet einen Spaltennamen als Argument Nummer 3. Der Spaltenname darf nur bei einfachen Spaltenverweisen weggelassen werden.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_2|14|CT|Hard|EN|GPT35Turbo|"0.8"|2|||||Failed|Syntax Error|Query (1, 365) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_3|14|CT|Hard|EN|GPT35Turbo|"0.8"|3|||||Failed|Syntax Error|Query (1, 366) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_4|14|CT|Hard|EN|GPT35Turbo|"0.8"|4|||||Failed|Syntax Error|Query (1, 178) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_5|14|CT|Hard|EN|GPT35Turbo|"0.8"|5|809|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_6|14|CT|Hard|EN|GPT35Turbo|"0.8"|6|||||Failed|Syntax Error|Query (1, 398) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_7|14|CT|Hard|EN|GPT35Turbo|"0.8"|7|||||Failed|Syntax Error|Query (1, 356) Für die Spalte "OrderDate" kann in der Tabelle "Orders" kein einzelner Wert ermittelt werden. Dies kann vorkommen, wenn eine Measureformel auf eine Spalte mit vielen Werten verweist, ohne eine Aggregation wie MIN, MAX, COUNT oder SUM anzugeben, um ein einzelnes Ergebnis zu erhalten.||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_8|14|CT|Hard|EN|GPT35Turbo|"0.8"|8|37|830|5|5|Failed|Semantic Error|||
Prompt_14_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_9|14|CT|Hard|EN|GPT35Turbo|"0.8"|9|830|830|18|5|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_1|15|CT|Hard|EN|GPT35Turbo|"0.2"|1|||||Failed|Syntax Error|Query (1, 219) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_10|15|CT|Hard|EN|GPT35Turbo|"0.2"|10|||||Failed|Syntax Error|Query (1, 219) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_2|15|CT|Hard|EN|GPT35Turbo|"0.2"|2|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_3|15|CT|Hard|EN|GPT35Turbo|"0.2"|3|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_4|15|CT|Hard|EN|GPT35Turbo|"0.2"|4|||||Failed|Syntax Error|Query (1, 215) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_5|15|CT|Hard|EN|GPT35Turbo|"0.2"|5|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_6|15|CT|Hard|EN|GPT35Turbo|"0.2"|6|||||Failed|Syntax Error|Query (1, 330) Fehler beim Auflösen des Namens "Top3SalesByCountry". Dies ist kein gültiger Tabellen-, Variablen- oder Funktionsname.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_7|15|CT|Hard|EN|GPT35Turbo|"0.2"|7|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_8|15|CT|Hard|EN|GPT35Turbo|"0.2"|8|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.2_Response_9|15|CT|Hard|EN|GPT35Turbo|"0.2"|9|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_1|15|CT|Hard|EN|GPT35Turbo|"0.4"|1|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_10|15|CT|Hard|EN|GPT35Turbo|"0.4"|10|||||Failed|Syntax Error|Query (1, 219) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_2|15|CT|Hard|EN|GPT35Turbo|"0.4"|2|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_3|15|CT|Hard|EN|GPT35Turbo|"0.4"|3|||||Failed|Syntax Error|Query (1, 208) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_4|15|CT|Hard|EN|GPT35Turbo|"0.4"|4|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_5|15|CT|Hard|EN|GPT35Turbo|"0.4"|5|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_6|15|CT|Hard|EN|GPT35Turbo|"0.4"|6|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_7|15|CT|Hard|EN|GPT35Turbo|"0.4"|7|||||Failed|Syntax Error|Query (1, 329) Fehler beim Auflösen des Namens "TopSalesByCountry". Dies ist kein gültiger Tabellen-, Variablen- oder Funktionsname.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_8|15|CT|Hard|EN|GPT35Turbo|"0.4"|8|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.4_Response_9|15|CT|Hard|EN|GPT35Turbo|"0.4"|9|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_1|15|CT|Hard|EN|GPT35Turbo|"0.6"|1|||||Failed|Syntax Error|Query (1, 234) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_10|15|CT|Hard|EN|GPT35Turbo|"0.6"|10|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_2|15|CT|Hard|EN|GPT35Turbo|"0.6"|2|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_3|15|CT|Hard|EN|GPT35Turbo|"0.6"|3|||||Failed|Syntax Error|Query (1, 467) EARLIER/EARLIEST verweist auf einen früheren Zeilenkontext, der nicht vorhanden ist.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_4|15|CT|Hard|EN|GPT35Turbo|"0.6"|4|||||Failed|Syntax Error|Query (1, 231) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_5|15|CT|Hard|EN|GPT35Turbo|"0.6"|5|||||Failed|Syntax Error|Query (1, 209) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_6|15|CT|Hard|EN|GPT35Turbo|"0.6"|6|||||Failed|Syntax Error|Query (1, 218) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_7|15|CT|Hard|EN|GPT35Turbo|"0.6"|7|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_8|15|CT|Hard|EN|GPT35Turbo|"0.6"|8|||||Failed|Syntax Error|Query (1, 377) Die Tabelle "TopSalesByCountry" wurde nicht gefunden.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.6_Response_9|15|CT|Hard|EN|GPT35Turbo|"0.6"|9|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_1|15|CT|Hard|EN|GPT35Turbo|"0.8"|1|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_10|15|CT|Hard|EN|GPT35Turbo|"0.8"|10|||||Failed|Syntax Error|Query (1, 212) Fehler beim Auflösen des Namens "Sales". Dies ist kein gültiger Tabellen-, Variablen- oder Funktionsname.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_2|15|CT|Hard|EN|GPT35Turbo|"0.8"|2|||||Failed|Syntax Error|Query (1, 219) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_3|15|CT|Hard|EN|GPT35Turbo|"0.8"|3|167|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_4|15|CT|Hard|EN|GPT35Turbo|"0.8"|4|||||Failed|Syntax Error|Query (1, 214) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_5|15|CT|Hard|EN|GPT35Turbo|"0.8"|5|||||Failed|Syntax Error|Query (1, 435) Die Anzahl von Argumenten ist ungültig. Die Funktion "CONTAINSROW" muss einen Wert für jede Spalte im Tabellenausdruck aufweisen.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_6|15|CT|Hard|EN|GPT35Turbo|"0.8"|6|||||Failed|Syntax Error|Query (1, 215) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_7|15|CT|Hard|EN|GPT35Turbo|"0.8"|7|||||Failed|Syntax Error|Query (1, 215) Von der Funktion 'SUM' wird nur ein Spaltenverweis als Argument akzeptiert.||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_8|15|CT|Hard|EN|GPT35Turbo|"0.8"|8|21|63|4|4|Failed|Semantic Error|||
Prompt_15_CT_Hard_EN_GPT35Turbo_Temp_0.8_Response_9|15|CT|Hard|EN|GPT35Turbo|"0.8"|9|||||Failed|Syntax Error|Query (1, 324) Fehler beim Auflösen des Namens "TopEmployees". Dies ist kein gültiger Tabellen-, Variablen- oder Funktionsname.||
Prompt_1_CT_Low_EN_GPT35Turbo_Temp_0.2_Response_1|1|CT|Low|EN|GPT35Turbo|"0.2"|1|91|91|3|3|Successful|Successful|||
Prompt_1_CT_Low_EN_GPT35Turbo_Temp_0.2_Response_10|1|CT|Low|EN|GPT35Turbo|"0.2"|10|91|91|3|3|Successful|Successful|||
Prompt_1_CT_Low_EN_GPT35Turbo_Temp_0.2_Response_2|1|CT|Low|EN|GPT35Turbo|"0.2"|2|91|91|3|3|Successful|Successful|||
